Afrika	África
Urusi	Rusia
Nyangumi	Cetacea
Mraba	Cuadrado
Bahari	Mar
Bahari Nyeusi	Mar Negro
Pi (namba)	Número π
Pi	Π
Wiki	Wiki
Toronto, Ontario	Toronto
Alabama	Alabama
São Paulo	São Paulo
Jimbo la São Paulo	Estado de São Paulo
Quebec	Quebec
Pizza	Pizza
Pasta	Pasta
Wikimedia Foundation	Fundación Wikimedia
Jimmy Wales	Jimmy Wales
Ujerumani	Alemania
Belarus	Bielorrusia
Kijerumani	Idioma alemán
Iceland	Islandia
Mungu	Dios
Estonia	Estonia
Zohali	Saturno (planeta)
Chokoleti	Chocolate
Ndege (uanahewa)	Avión
Vita	Guerra
Moja	Uno
Mbili	Dos
Tatu	Tres
Nne	Cuatro
Tano	Cinco
Sifuri	Cero
George W. Bush	George W. Bush
Mstatili	Rectángulo
Pembemraba	Ángulo recto
Latvia	Letonia
Ukraine	Ucrania
Ucheki	República Checa
Slovakia	Eslovaquia
Slovenia	Eslovenia
Vilnius	Vilna
Moldova	Moldavia
Romania	Rumania
Bulgaria	Bulgaria
Roma	Roma
Jamhuri ya Masedonia	República de Macedonia
Albania	Albania
Greenland	Groenlandia
Kroatia	Croacia
Bosnia na Herzegovina	Bosnia y Herzegovina
Azerbaijan	Azerbaiyán
Andorra	Andorra
Kupro	Chipre
Georgia (nchi)	Georgia
Wallonia	Región Valona
Kazakhstan	Kazajistán
Malta	Malta
Monako	Mónaco
Montenegro	Montenegro
Vatikani	Ciudad del Vaticano
San Marino	San Marino
Brussels	Región de Bruselas-Capital
Kuba	Cuba
Belize	Belice
Mnara wa Eiffel	Torre Eiffel
Barbados	Barbados
Volkswagen	Volkswagen
Baobonye	Teclado (informática)
Indonesia	Indonesia
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Ludwig van Beethoven	Ludwig van Beethoven
Kituruki	Idioma turco
Afrika Kusini	Sudáfrica
Algeria	Argelia
Uzbekistan	Uzbekistán
Umande jua	Drosera
Tashkent	Taskent
Warshawa	Varsovia
Modena	Módena
Divai	Vino
Maji	Agua
Ubao	Madera
Tours	Tours
Televisheni	Televisión
Jinsia	Sexo
Diego Velázquez	Diego Velázquez
Chile	Chile
Yesu	Jesús de Nazaret
Elvis Presley	Elvis Presley
Galileo Galilei	Galileo Galilei
Utaridi	Mercurio (planeta)
Historia	Historia
Zuhura	Venus (planeta)
Lugha	Lenguaje
Pendo	Amor
Udikteta	Dictadura
Galaksi	Galaxia
Mshtarii	Júpiter (planeta)
Njia nyeupe	Vía Láctea
Mlipuko mkuu	Teoría del Big Bang
Uranus	Urano (planeta)
Wikipedia ya Kiingereza	Wikipedia en inglés
Nicolas Sarkozy	Nicolas Sarkozy
Neptun	Neptuno (planeta)
Astronomia	Astronomía
Singapuri	Singapur
Sayansi	Ciencia
Pluto	Plutón (planeta enano)
Montreal	Montreal
Quimper	Quimper
Bikira Maria	María (madre de Jesús)
Ludoviko IX	Luis IX de Francia
Liechtenstein	Liechtenstein
Michezo	Deporte
Cambridge	Cambridge
Adolf Hitler	Adolf Hitler
Facebook	Facebook
Vita Kuu ya Kwanza ya Dunia	Primera Guerra Mundial
Vita Kuu ya Pili ya Dunia	Segunda Guerra Mundial
Köln	Colonia (Alemania)
Saa (ala)	Reloj
Skopje	Skopie
Bob Dylan	Bob Dylan
Hisabati	Matemáticas
U2	U2
Kilatini	Latín
Bahrain	Baréin
Armenia	Armenia
Mwandiko wa kikabari	Escritura cuneiforme
Serbia	Serbia
Mwezi (gimba la angani)	Luna
Istanbul	Estambul
Australia	Australia
Bob Marley	Bob Marley
Fizikia	Física
Argentina	Argentina
Mawasilianoanga	Telecomunicación
Peru	Perú
Biolojia	Biología
Korea Kaskazini	Corea del Norte
Kamboja	Camboya
Ukanda wa Kuiper	Cinturón de Kuiper
Qurani	Corán
Dinosauri	Dinosauria
Zoolojia	Zoología
Uislamu	Islam
Mpea	Pyrus
Maktaba ya Aleksandria	Biblioteca de Alejandría
Lyublyana	Liubliana
Botania	Botánica
Lech Wałęsa	Lech Wałęsa
Gurudumu	Rueda
Amani	Paz
Encyclopedia Britannica	Enciclopedia Británica
Lyon	Lyon
Poissy	Poissy
Umoja wa Ulaya	Unión Europea
Rhône-Alpes	Ródano-Alpes
Mwanamke	Mujer
Sofia	Sofía
Ushairi	Poesía
Virusi za kompyuta	Virus informático
Milano	Milán
Arthur Rimbaud	Arthur Rimbaud
Torino	Turín
Mkundu	Ano
Kwapa	Axila
Limau	Citrus × limon
666	666
Ua	Flor
Mfereji wa Mariana	Fosa de las Marianas
Vladimir Vysotsky	Vladímir Vysotski
Everest (mlima)	Monte Everest
Anatomia	Anatomía
Jiji	Ciudad
Napoleon Bonaparte	Napoleón Bonaparte
Nyota	Estrella
Vesuvio	Monte Vesubio
Jua	Sol
Mbingu	Cielo
Louis Pasteur	Louis Pasteur
Mwaka wa nuru	Año luz
Victor Hugo	Victor Hugo
Australia na Pasifiki	Oceanía
Riadha	Atletismo
Mfumo wa jua na sayari zake	Sistema Solar
Bahari ya Baltiki	Mar Báltico
Trieste	Trieste
Vistula (mto)	Vístula
Champs-Élysées	Avenida de los Campos Elíseos
Hidrojeni	Hidrógeno
Patti Smith	Patti Smith
Heli	Helio
Wikimedia Commons	Wikimedia Commons
Angela Merkel	Angela Merkel
Lithi	Litio
Berili	Berilio
Kitabu	Libro
Siku	Día
Timor ya Mashariki	Timor Oriental
Usiku	Noche
Mwaka	Año
Karne	Siglo
Villeurbanne	Villeurbanne
Mont Blanc	Mont Blanc
Rhine	Rin
Oslo	Oslo
Bonn	Bonn
Shimo jeusi	Agujero negro
Luís de Camões	Luís de Camões
1 Ceres	Ceres (planeta enano)
Lisbon	Lisboa
Ichiro Suzuki	Ichiro Suzuki
Mto Rhône	Ródano
Makemake	Makemake (planeta enano)
Kateri Tekakwitha	Catalina Tekakwitha
Eris (sayari kibete)	Eris (planeta enano)
Dubai	Dubái
Lionel Messi	Lionel Messi
Padova	Padua
Boroni	Boro
Nicolaus Copernicus	Nicolás Copérnico
Versailles	Versalles
Ludwigsburg	Luisburgo
Kaboni	Carbono
Volga (mto)	Volga
Nitrojeni	Nitrógeno
Bergamo	Bérgamo
Oksijeni	Oxígeno
Internazionale Milano	Inter de Milán
Sayari	Planeta
Kleopatra	Cleopatra VII
Muziki	Música
Venezia	Venecia
Po (mto)	Po
Kipimajoto	Termómetro
Rennes	Rennes
Lille	Lille
Moscow	Moscú
Florini	Flúor
Kiitalia	Idioma italiano
Neoni	Neón
Chihuahua (jimbo)	Chihuahua
Sankt Peterburg	San Petersburgo
Chad	Chad
Natiri	Sodio
Kaskazini	Norte
Magnesi	Magnesio
Alumini	Aluminio
New Zealand	Nueva Zelanda
Kusini	Sur
Uhindi	India
Silikoni	Silicio
Fransi	Francio
Tuvalu	Tuvalu
Posferi	Fósforo
André-Marie Ampère	André-Marie Ampère
Nathari	Prosa
Chuma	Hierro
Tonga	Tonga
Magharibi	Oeste
Sulfuri	Azufre
Samoa	Samoa
Mashariki	Este
Visiwa vya Solomon	Islas Salomón
Vanuatu	Vanuatu
Molière	Molière
Chlorini	Cloro
Delft	Delft
Papua Guinea Mpya	Papúa Nueva Guinea
William Shakespeare	William Shakespeare
Ngano (hadithi)	Fábula
Zuid-Holland	Holanda Meridional
Palau	Palaos
Arigoni	Argón
Nauru	Nauru
Noord-Holland	Holanda Septentrional
Shirikisho la Mikronesia	Estados Federados de Micronesia
Kali	Potasio
Zeeland	Zelanda
Kalisi	Calcio
Flevoland	Flevolanda
Risasi (metali)	Plomo
Visiwa vya Marshall	Islas Marshall
Kiribati	Kiribati
Mongolia	Mongolia
Fiji	Fiyi
Skandi	Escandio
Stevie Wonder	Stevie Wonder
Heilbronn	Heilbronn
Titani	Titanio
Venezuela	Venezuela
Sataranji	Ajedrez
Chingis Khan	Gengis Kan
Vanadi	Vanadio
Maine	Maine
Chromi	Cromo
Farasi	Equus ferus caballus
Amsterdam	Ámsterdam
Silaha	Arma
Mnyama	Animalia
Surinam	Surinam
Manganisi	Manganeso
Paraguay	Paraguay
Guyana	Guyana
Usanii	Arte
Ekuador	Ecuador
Reni	Renio
Kolombia	Colombia
Kobalti	Cobalto
Wolframi	Wolframio
Nikeli	Níquel
Ubuddha	Budismo
Groningen	Groninga
Bolivia	Bolivia
Mkoa wa Groningen	Provincia de Groninga
Shaba	Cobre
Trinidad na Tobago	Trinidad y Tobago
Mmea	Plantae
Saint Vincent na Grenadini	San Vicente y las Granadinas
Zinki	Cinc
New Hampshire	Nuevo Hampshire
Saint Lucia	Santa Lucía
Leonardo da Vinci	Leonardo da Vinci
Saint Kitts na Nevis	San Cristóbal y Nieves
Kuvu	Fungi
Dario Fo	Dario Fo
Jamaika	Jamaica
Grenada	Granada (país)
Friesland	Frisia
Massachusetts	Massachusetts
Drenthe	Drente
Overijssel	Overijssel
Guatemala	Guatemala
Gelderland	Güeldres
Mkoa wa Utrecht	Provincia de Utrecht
Bahamas	Bahamas
Connecticut	Connecticut
Kuku	Gallus gallus domesticus
Antigua na Barbuda	Antigua y Barbuda
Hawaii	Hawái
Honduras	Honduras
Dominica	Dominica
Jersey	Jersey
Jamhuri ya Dominika	República Dominicana
Nguruwe-kaya	Sus scrofa domestica
Bahari ya Aktiki	Océano Ártico
Haiti	Haití
El Salvador	El Salvador
Zwolle	Zwolle
Uajemi	Irán
Iraq	Irak
Alaska	Alaska
Assen	Assen
Hekima	Sabiduría
Kosta Rika	Costa Rica
Israel	Israel
Utrecht	Utrecht
Panama	Panamá
Yemen	Yemen
Virusi	Virus
Kipoland	Idioma polaco
Yordani	Jordania
Nikaragua	Nicaragua
Florida	Florida
Kirgizia	Kirguistán
Arizona	Arizona
Kuwait	Kuwait
Laos	Laos
Lebanoni	Líbano
Oregon	Oregón
Maldivi	Maldivas
Amerika	América
Utah	Utah
Ng'ombe	Bos primigenius taurus
Malaysia	Malasia
Valais	Cantón del Valais
Myanmar	Birmania
Nepal	Nepal
Andrei Rublev	Andréi Rubliov
Omani	Omán
Pakistan	Pakistán
Qatar	Catar
Saudia	Arabia Saudita
Sri Lanka	Sri Lanka
Josef Stalin	Iósif Stalin
Syria	Siria
Plato	Platón
Gali	Galio
Joseph Brodsky	Joseph Brodsky
Tajikistan	Tayikistán
Jamhuri ya China	República de China
YouTube	YouTube
Gerimani	Germanio
Aristoteli	Aristóteles
Uthai	Tailandia
Treni	Tren
Asenia	Arsénico
Redio	Radiocomunicación
Turkmenistan	Turkmenistán
Seleni	Selenio
Iridi	Iridio
Falme za Kiarabu	Emiratos Árabes Unidos
Bromi	Bromo
Platini	Platino
Vietnam	Vietnam
Charlie Chaplin	Charles Chaplin
Korea Kusini	Corea del Sur
The Simpsons	Los Simpson
Kriptoni	Kriptón
Afghanistan	Afganistán
J.R.R. Tolkien	J. R. R. Tolkien
Rubidi	Rubidio
Dhahabu	Oro
Mfereji wa Suez	Canal de Suez
Bangladesh	Bangladés
Franz Kafka	Franz Kafka
Chelyabinsk	Cheliábinsk
Jorge Luis Borges	Jorge Luis Borges
Mali	Malí
Sokrates	Sócrates
Angola	Angola
Bhutan	Bután
Brunei	Brunéi
Tanzania	Tanzania
Zebaki	Mercurio (elemento)
Roald Amundsen	Roald Amundsen
Ufilipino	Filipinas
Jamhuri ya Afrika ya Kati	República Centroafricana
Tali	Talio
Ncha ya kusini	Polo Sur
Ncha ya kaskazini	Polo Norte
Isaac Newton	Isaac Newton
OpenStreetMap	OpenStreetMap
Albert Einstein	Albert Einstein
Stronti	Estroncio
Ytri	Itrio
Bismuthi	Bismuto
Togo	Togo
Tunisia	Túnez
John Bardeen	John Bardeen
Zambia	Zambia
Zimbabwe	Zimbabue
Beijing	Pekín
Sudan Kusini	Sudán del Sur
Benin	Benín
Botswana	Botsuana
Burkina Faso	Burkina Faso
Burundi	Burundi
Komori	Comoras
Jamhuri ya Kongo	República del Congo
Alkmaar	Alkmaar
Jamhuri ya Kidemokrasia ya Kongo	República Democrática del Congo
San Antonio, Texas	San Antonio (Texas)
Jibuti	Yibuti
Poloni	Polonio
Bavaria	Baviera
Guinea ya Ikweta	Guinea Ecuatorial
Baden-Württemberg	Baden-Wurtemberg
Eritrea	Eritrea
New Delhi	Nueva Delhi
Papa Yohane Paulo II	Juan Pablo II
Fyodor Dostoyevski	Fiódor Dostoyevski
Amersfoort	Amersfoort
Tbilisi	Tiflis
Astatini	Ástato
Gabon	Gabón
Mohandas Karamchand Gandhi	Mahatma Gandhi
Solidarity	Solidarność
Kibonzo	Historieta
Gambia	Gambia
Guinea	Guinea
Guinea Bisau	Guinea-Bisáu
Cote d'Ivoire	Costa de Marfil
Kamerun	Camerún
Cabo Verde	Cabo Verde
Lesotho	Lesoto
Liberia	Liberia
Libya	Libia
Aachen	Aquisgrán
Madagaska	Madagascar
Malawi	Malaui
Stuttgart	Stuttgart
Mauritania	Mauritania
Morisi	Mauricio
Moroko	Marruecos
Msumbiji	Mozambique
Namibia	Namibia
Niger	Níger
Nigeria	Nigeria
Charles Darwin	Charles Darwin
Uganda	Uganda
Rwanda	Ruanda
Zirikoni	Circonio
Sao Tome na Principe	Santo Tomé y Príncipe
Karlsruhe	Karlsruhe
Senegal	Senegal
Shelisheli	Seychelles
Carl Linnaeus	Carlos Linneo
Sierra Leone	Sierra Leona
Somalia	Somalia
Niobi	Niobio
Jawaharlal Nehru	Sri Pandit Jawaharlal Nehru
Julius Caesar	Julio César
Sudan	Sudán
Uswazi	Suazilandia
Molibdeni	Molibdeno
Tekineti	Tecnecio
Hamburg	Hamburgo
Gujarat	Guyarat
Ziwa Ontario	Lago Ontario
Mageuko ya spishi	Evolución biológica
Umoja wa Mataifa	Organización de las Naciones Unidas
Ziwa Superior	Lago Superior
Dante Alighieri	Dante Alighieri
Jiolojia	Geología
Jiografia	Geografía
Moyo	Corazón
Ubongo	Cerebro
Ngozi	Piel
Rangi	Color
Salerno	Salerno
Nomino	Sustantivo
Praha	Praga
Rutheni	Rutenio
Rodi	Rodio
Buluu	Azul
Paladi	Paladio
Agenti (fedha)	Plata
Cadimi	Cadmio
Limburg, Uholanzi	Limburgo (Países Bajos)
Indi	Indio (elemento)
Stani	Estaño
Urani	Uranio
Stibi	Antimonio
Teluri	Telurio
Noord-Brabant	Brabante Septentrional
Plutoni	Plutonio
Iodini	Yodo
Neptuni (elementi)	Neptunio
Xenoni	Xenón
Anime	Anime
Caesi	Cesio
Chaji ya umeme	Carga eléctrica
Bari	Bario
Hafni	Hafnio
Tantali	Tantalio
Bill Clinton	Bill Clinton
Radi (elementi)	Radio (elemento)
Iserlohn	Iserlohn
Radoni	Radón
Lorraine	Lorena (Francia)
Alsace	Alsacia
Indira Gandhi	Indira Gandhi
Hector Berlioz	Hector Berlioz
Auvergne	Auvernia
Mumbai	Bombay
Andhra Pradesh	Andhra Pradesh
Arunachal Pradesh	Arunachal Pradesh
Assam	Assam
Bihar	Bihar
Michigan	Míchigan
Chhattisgarh	Chhattisgarh
Ziwa Michigan	Lago Míchigan
Goa	Goa
Bourgogne	Borgoña
Haryana	Haryana
Himachal Pradesh	Himachal Pradesh
Aquitaine	Aquitania
Puerto Rico	Puerto Rico
Jharkhand	Jharkhand
Karnataka	Karnataka
Kerala	Kerala
Madhya Pradesh	Madhya Pradesh
Usain Bolt	Usain Bolt
Limousin	Lemosín
Maharashtra	Maharastra
Manipur	Manipur
Schleswig-Holstein	Schleswig-Holstein
Meghalaya	Megalaya
Mecklenburg-Pomerini Magharibi	Mecklemburgo-Pomerania Occidental
Saksonia Chini	Baja Sajonia
Rhine Kaskazini-Westfalia	Renania del Norte-Westfalia
Hesse	Hesse
Rhine-Palatino	Renania-Palatinado
Saar	Sarre
Saksonia	Sajonia
John Lennon	John Lennon
Illinois	Illinois
Thuringia	Turingia
Saksonia-Anhalt	Sajonia-Anhalt
North Dakota	Dakota del Norte
Brandenburg	Brandeburgo
Lombardia	Lombardía
South Dakota	Dakota del Sur
Montana	Montana
Wyoming	Wyoming
Piemonte	Piamonte
Yerusalemu	Jerusalén
Idaho	Idaho
Valle d'Aosta	Valle de Aosta
Washington	Washington (estado)
Bruce Springsteen	Bruce Springsteen
Rutherfordi	Rutherfordio
Nevada	Nevada
Trentino-Alto Adige	Trentino-Alto Adigio
Bahari ya Hindi	Océano Índico
Veneto	Véneto
Kosovo	Kosovo
Bahari ya Karibi	Mar Caribe
Bohri	Bohrio
Friuli-Venezia Giulia	Friuli-Venecia Julia
Ban Ki-moon	Ban Ki-moon
Kofi Annan	Kofi Annan
Liguria	Liguria
Boutros Boutros-Ghali	Butros Butros-Ghali
Colorado	Colorado
Emilia-Romagna	Emilia-Romaña
Mto Colorado	Río Colorado
Darmstadti	Darmstadio
Frédéric Chopin	Frédéric Chopin
Roentgeni	Roentgenio
Toscana	Toscana
Ununbi	Copernicio
Marche	Marcas
Umbria	Umbría (Italia)
Jamii:Jamii Kuu	Categoría:Índice de categorías
Lazio	Lacio
Abruzzo	Abruzos
Alpi	Alpes
Grenoble	Grenoble
Blaise Pascal	Blaise Pascal
Bron	Bron
Dortmund	Dortmund
Gent	Gante
Chicago	Chicago
The Beatles	The Beatles
Ununheksi	Livermorio
Ununsepti	Ununseptio
Como	Como
Maastricht	Maastricht
Arnhem	Arnhem
Kipindi cha Kiangazi	Verano
Sikusare	Equinoccio
Saddam Hussein	Sadam Husein
Osama bin Laden	Osama bin Laden
Kihispania	Idioma español
Montevideo	Montevideo
Johann Sebastian Bach	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Pittsburgh, Pennsylvania	Pittsburgh
Opera	Ópera
Philadelphia, Pennsylvania	Filadelfia
Kolkata	Calcuta
Chennai	Chennai
Delhi	Delhi
Dhaka	Daca
Bangalore	Bangalore
West Bengal	Bengala Occidental
Buibui (Arithropodi)	Araneae
Arakinida	Arachnida
Arithropodi	Arthropoda
Hyderabad	Hyderabad (India)
Islamabad	Islamabad
Tripura	Tripura
Tunda	Fruto
Kima	Mono
Pesa	Dinero
Virginia	Virginia
West Virginia	Virginia Occidental
Ziwa Huron	Lago Hurón
New York (jimbo)	Nueva York (estado)
Seri	Cerio
Rhode Island	Rhode Island
Wadudu	Insecta
Maryland	Maryland
Delaware	Delaware
Vladimir Lenin	Lenin
Ohio	Ohio
Vergilio	Virgilio
Niccolo Machiavelli	Nicolás Maquiavelo
Pennsylvania	Pensilvania
Luigi Pirandello	Luigi Pirandello
Uetersen	Uetersen
Augusto	César Augusto
Tiberius	Tiberio
New Jersey	Nueva Jersey
Kaisari Kaligula	Calígula
Gibraltar	Gibraltar
Kaisari Klaudio	Claudio
Kifini	Idioma finés
Kaisari Nero	Nerón
Galba	Galba
Indiana	Indiana
Kaizari Otho	Otón
Vitellius	Vitelio
Vespasian	Tito Flavio Vespasiano
Motokaa	Automóvil
Kaizari Titus	Tito
Domitian	Domiciano
Kaizari Nerva	Nerva
Kaizari Traian	Trajano
Roger Federer	Roger Federer
Kaizari Hadrian	Adriano
Georgia (jimbo)	Georgia (Estados Unidos)
Antoninus Pius	Antonino Pío
Marcus Aurelius	Marco Aurelio
Commodus	Cómodo
Zagreb	Zagreb
Pertinax	Pertinax
Rajasthan	Rayastán
Campania	Campania
Texas	Texas
Didius Julianus	Didio Juliano
Septimius Severus	Septimio Severo
Molise	Molise
Tamil Nadu	Tamil Nadu
Caracalla	Caracalla
Puglia	Apulia
Genova	Génova
Basilicata	Basilicata
North Carolina	Carolina del Norte
South Carolina	Carolina del Sur
Calabria	Calabria
Sisilia	Sicilia
Manila	Manila
Sardinia	Cerdeña
Eschwege	Eschwege
Mto Loire	Río Loira
Mto Seine	Río Sena
Le Mans	Le Mans
Bordeaux	Burdeos
Corazon Aquino	Corazón Aquino
Buenos Aires	Buenos Aires
Mexico (mji)	México, D. F.
Tokyo	Tokio
La Paz	La Paz
Barcelona	Barcelona
Mississippi	Misisipi
Ferdinand Magellan	Fernando de Magallanes
Mto Mississippi	Río Misisipi
Uttar Pradesh	Uttar Pradesh
Uttarakhand	Uttarakhand
José Rizal	José Rizal
Mizoram	Mizorán
Sikkim	Sikkim
Patagonia	Patagonia
Tennessee	Tennessee
Richard Wagner	Richard Wagner
Nagpur	Nagpur
Abidjan	Abiyán
Abu Dhabi	Abu Dabi
Astana	Astaná
New Mexico	Nuevo México
Athens	Atenas
Minnesota	Minnesota
Baghdad	Bagdad
Caracas	Caracas
Muda sanifu wa dunia	Tiempo universal coordinado
Wisconsin	Wisconsin
Pune	Pune
Iowa	Iowa
Nebraska	Nebraska
Guatemala City	Ciudad de Guatemala
Kansas	Kansas
Havana	La Habana
Tumbaku	Tabaco
Kihindi	Hindi
Missouri	Misuri
Louisiana	Luisiana
Nagaland	Nagaland
Kentucky	Kentucky
Arkansas	Arkansas
Neil Armstrong	Neil Armstrong
Édith Piaf	Édith Piaf
Osijek	Osijek
Elbe	Río Elba
Rijeka	Rijeka
Oklahoma	Oklahoma
Danubi (mto)	Danubio
David Rudisha	David Rudisha
Split	Split
Ezekiel Kemboi	Ezekiel Kemboi
Bahari ya Kaskazini	Mar del Norte
Skagerak	Skagerrak
Moscow Oblast	Óblast de Moscú
Kiel	Kiel
Schwerin	Schwerin
Potsdam	Potsdam
Hannover	Hannover
Düsseldorf	Düsseldorf
Mainz	Maguncia
Wiesbaden	Wiesbaden
Dubrovnik	Dubrovnik
Saarbrücken	Sarrebruck
München	Múnich
Samara Oblast	Óblast de Samara
Erfurt	Érfurt
Dresden	Dresde
Magdeburg	Magdeburgo
Innsbruck	Innsbruck
Bregenz	Bregenz
Vienna	Viena
Kopenhagen	Copenhague
Kaliningrad Oblast	Óblast de Kaliningrado
Kaizari Macrinus	Macrino
Stockholm	Estocolmo
Helsinki	Helsinki
Murmansk Oblast	Óblast de Múrmansk
Dublin	Dublín
Elagabalus	Heliogábalo
Reykjavík	Reikiavik
Ella Fitzgerald	Ella Fitzgerald
Alexander Severus	Alejandro Severo
Tallinn	Tallin
Riga	Riga
Jamhuri ya Watu wa Zanzibar	Zanzíbar
Maximinus Thrax	Maximino el Tracio
Louis Armstrong	Louis Armstrong
Bratislava	Bratislava
Budapest	Budapest
Gordian I	Gordiano I
Frankfurt am Main	Fráncfort del Meno
Pupienus	Pupieno
Gordian II	Gordiano II
Balbinus	Balbino
Kizio astronomia	Unidad astronómica
Gordian III	Gordiano III
Philippus Mwarabu	Filipo el Árabe
Kaizari Decius	Decio
Luxemburg (mji)	Luxemburgo (ciudad)
Disprosi	Disprosio
Vaduz	Vaduz
Biblia ya Kikristo	Biblia
Phnom Penh	Nom Pen
Mji wa Ho Chi Minh	Ciudad Ho Chi Minh
Hanoi	Hanói
True Jesus Church	Verdadera Iglesia de Jesús
Kiingereza	Idioma inglés
Bangkok	Bangkok
Andorra la Vella	Andorra la Vieja
Kuala Lumpur	Kuala Lumpur
Taipei	Taipéi
Arkhangelsk Oblast	Óblast de Arcángel
Curi	Curio
Dong Hoi	Đồng Hới
Concepción, Chile	Concepción (Chile)
Düren	Düren
Diplomasia	Diplomacia
Bologna	Bolonia
Cagliari	Cagliari
Kiev	Kiev
Catania	Catania
Ontario	Ontario
Patrice Evra	Patrice Evra
Samir Nasri	Samir Nasri
Blaise Matuidi	Blaise Matuidi
Ottawa	Ottawa
Nicolas Anelka	Nicolas Anelka
Juba, Sudan	Yuba (Sudán del Sur)
Manitoba	Manitoba
Alberta	Alberta
Nova Scotia	Nueva Escocia
Yerevan	Ereván
Końskowola	Końskowola
Dar es Salaam	Dar es-Salam
Khartoum	Jartum
New Brunswick	Nuevo Brunswick
British Kolumbia	Columbia Británica
Prince Edward Island	Isla del Príncipe Eduardo
2000	2000
2003	2003
2002	2002
2001	2001
Saskatchewan	Saskatchewan
2012	2012
Masashi Kishimoto	Masashi Kishimoto
2011	2011
2010	2010
2009	2009
Dioksidi kabonia	Dióxido de carbono
2013	2013
2014	2014
2015	2015
Newfoundland and Labrador	Terranova y Labrador
2008	2008
Northwest Territories	Territorios del Noroeste
Yukon	Yukón
2004	2004
Vologda Oblast	Óblast de Vólogda
2005	2005
2006	2006
Nunavut	Nunavut
2007	2007
Verona	Verona
Iqaluit	Iqaluit
1900	1900
1901	1901
Charles de Gaulle	Charles de Gaulle
1902	1902
Firenze	Florencia
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
1908	1908
1909	1909
1992	1992
Yellowknife	Yellowknife
1991	1991
1990	1990
1993	1993
Essen	Essen
1994	1994
1995	1995
1996	1996
1910	1910
1911	1911
1912	1912
Leipzig	Leipzig
1913	1913
St. John's, Newfoundland and Labrador	San Juan de Terranova
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
1999	1999
1917	1917
1918	1918
Chakula	Alimento
Edmonton	Edmonton
Duisburg	Duisburgo
Nyoka	Serpentes
Bochum	Bochum
Wuppertal	Wuppertal
Mkoa wa Arica na Parinacota	Región de Arica y Parinacota
Kasi ya nuru	Velocidad de la luz
Bielefeld	Bielefeld
Mkoa wa Tarapacá	Región de Tarapacá
Mannheim	Mannheim
Mkoa wa Atacama	Región de Atacama
Regina, Saskatchewan	Regina (Saskatchewan)
Charlottetown, Prince Edward Island	Charlottetown
Victoria, British Kolumbia	Victoria (Columbia Británica)
