Hĭ-ciŭ	África
Nĭk-buōng	Japón
Nàng Mī-ciŭ	América del Sur
Nò̤-ŭi	Noruega
Ĭng-gáik-làng	Inglaterra
Sŭ-gáik-làng	Escocia
Ŭi-ī-sê̤ṳ	Gales
Báe̤k Ái-ī-làng	Irlanda del Norte
Ái-ī-làng	Irlanda
Hungary	Hungría
Să̤-băng-ngà	España
Mī-guók	Estados Unidos
Bī-lé-sì	Bélgica
Luxembourg	Luxemburgo
Ṳ̄-dêu	Universo
Dê-giù	Tierra
Sĕng-mêng	Vida
Sī	Muerte
Nè̤ng	Homo sapiens
Huăng-hī	Felicidad
George Washington	George Washington
Wikidata	Wikidata
Hŭng-làng	Finlandia
Sôi-diēng	Suecia
Dăng-măk	Dinamarca
Pŏ̤-làng	Polonia
Lithuania	Lituania
É-dâi-lé	Italia
Sô̤i-sê̤ṳ	Suiza
Ó̤-dê-lé	Austria
Hĭ-lé-nà̤	Grecia
Tū-ī-gì	Turquía
Bì-ciū	Cerveza
Può-dò̤-ngà	Portugal
Ĕu-ciŭ	Europa
Ā-ciŭ	Asia
Báe̤k Mī-ciŭ	América del Norte
Nàng-gĭk-ciŭ	Antártida
Wikipedia	Wikipedia
Hò̤-làng	Países Bajos
Ĭng-gĕng	Pene
PHP	PHP
Niū-iók-chê	Nueva York
Washington, D.C.	Washington D. C.
Gô-gĭng-săng	San Francisco (California)
Báik-lìng	Berlín
Los Angeles	Los Ángeles
Diêng-nō̤	Computadora
Sŭ-là̤-sié	Zúrich
Barack Obama	Barack Obama
Uruguay	Uruguay
MediaWiki	MediaWiki
Lùng-dŭng	Londres
Bìng-guō	Manzana
Bă-là̤	París
Mĕ̤k-să̤-gŏ̤	México
Dâi-să̤-iòng	Océano Atlántico
Tái-bìng-iòng	Océano Pacífico
California	California
Boston	Boston
Lā̤-bái-ék	Lunes
Huōi-sĭng	Marte (planeta)
Kenya	Kenia
Ethiopia	Etiopía
Gŭng-ciō (nguòng-siū)	Monarca
Ghana	Ghana
Lā̤-bái-nê	Martes
Lā̤-bái-săng	Miércoles
Lā̤-bái-sé	Jueves
Lā̤-bái-ngô	Viernes
Lā̤-bái-lĕ̤k	Sábado
Lā̤-bái-nĭk	Domingo
Săi (mà-kuŏ dông-ŭk)	Panthera leo
Huák-guók	Francia
Kēng	Canis lupus familiaris
Ĭng-guók	Reino Unido
Mà	Felis silvestris catus
Dṳ̆ng-huà Ìng-mìng Gê̤ṳng-huò-guók	República Popular China
Huák-ngṳ̄	Idioma francés
Wiktionary	Wikcionario
Ngṳ̀	Pisces
Ciū	Bebida alcohólica
Bă-să̤	Brasil
Ngò̤-lò̤-sṳ̆	Rusia
Hāi	Mar
Alabama	Alabama
Wikimedia	Fundación Wikimedia
Jimmy Wales	Jimmy Wales
Dáik-guók	Alemania
Belarus	Bielorrusia
Dáik-ngṳ̄	Idioma alemán
Bĭng-dō̤	Islandia
Estonia	Estonia
Tū-sĭng	Saturno (planeta)
Hĭ-gĭ	Avión
Ciéng-cĕng	Guerra
1	Uno
2	Dos
3	Tres
4	Cuatro
5	Cinco
0	Cero
George W. Bush	George W. Bush
Latvia	Letonia
Ukraine	Ucrania
Ciék-káik	República Checa
Slovakia	Eslovaquia
Slovenia	Eslovenia
Moldova	Moldavia
Romania	Rumania
Bulgaria	Bulgaria
Lò̤-mā	Roma
Macedonia Gê̤ṳng-huò-guók	República de Macedonia
Albania	Albania
Croatia	Croacia
Bosnia gâe̤ng Herzegovina	Bosnia y Herzegovina
Azerbaijan	Azerbaiyán
Andorra	Andorra
Cyprus	Chipre
Georgia (guók-gă)	Georgia
Kazakhstan	Kazajistán
Malta	Malta
Monaco	Mónaco
Montenegro	Montenegro
Vaticano	Ciudad del Vaticano
San Marino	San Marino
Gū-bă	Cuba
Belize	Belice
Barbados	Barbados
Java	Java (lenguaje de programación)
Éng-dô-nà̤-să̤-ā	Indonesia
Tū-ī-gì-ngṳ̄	Idioma turco
Nàng-hĭ	Sudáfrica
Algeria	Argelia
Wiki Dù-cṳ̆-guāng	Wikisource
Uzbekistan	Uzbekistán
Huà-să	Varsovia
Può-dò̤-ciū	Vino
Cūi	Agua
Chà	Madera
Diêng-sê	Televisión
Chile	Chile
Ià-sŭ	Jesús de Nazaret
Galileo Galilei	Galileo Galilei
Cūi-sĭng	Mercurio (planeta)
Lĭk-sṳ̄	Historia
Gĭng-sĭng	Venus (planeta)
Ngṳ̄-ngiòng	Lenguaje
Ái	Amor
Mŭk-sĭng	Júpiter (planeta)
Ngṳ̀ng-ò̤	Vía Láctea
Tiĕng-uòng-sĭng	Urano (planeta)
Hāi-uòng-sĭng	Neptuno (planeta)
Tiĕng-ùng	Astronomía
Sĭng-gă-pŏ̤	Singapur
Kuŏ-hŏk	Ciencia
Mìng-uòng-sĭng	Plutón (planeta enano)
Ciŏng-lài	Futuro
Séng-mū Mā-lé-ā	María (madre de Jesús)
Liechtenstein	Liechtenstein
Adolf Hitler	Adolf Hitler
Dâ̤-nê-ché̤ṳ Sié-gái Dâi-ciéng	Segunda Guerra Mundial
Wiki Gáu-kuŏ-cṳ̆	Wikilibros
Wiki Ngṳ̄-liŏh	Wikiquote
